revision,time,url
36e823f06,2025-06-16 07:24:10 -0400,https://github.com/apache/datafusion/commit/36e823f06
ca0b760af,2025-06-15 06:04:44 -0400,https://github.com/apache/datafusion/commit/ca0b760af
42fe05042,2025-06-14 22:41:07 -0700,https://github.com/apache/datafusion/commit/42fe05042
869acf975,2025-06-14 22:40:43 -0700,https://github.com/apache/datafusion/commit/869acf975
8e8c116f5,2025-06-14 22:40:13 -0700,https://github.com/apache/datafusion/commit/8e8c116f5
ef56e7b10,2025-06-14 22:17:28 -0700,https://github.com/apache/datafusion/commit/ef56e7b10
6cfdd59b2,2025-06-14 21:54:45 +0200,https://github.com/apache/datafusion/commit/6cfdd59b2
94fd86ab8,2025-06-14 16:06:56 +0200,https://github.com/apache/datafusion/commit/94fd86ab8
5a2933e58,2025-06-13 16:17:20 -0400,https://github.com/apache/datafusion/commit/5a2933e58
4dd692378,2025-06-13 13:45:33 -0400,https://github.com/apache/datafusion/commit/4dd692378
79f5c8da5,2025-06-13 09:22:28 -0400,https://github.com/apache/datafusion/commit/79f5c8da5
6cd03e211,2025-06-13 06:31:20 -0400,https://github.com/apache/datafusion/commit/6cd03e211
3a371ed6e,2025-06-12 18:17:11 -0400,https://github.com/apache/datafusion/commit/3a371ed6e
3764fe760,2025-06-12 08:24:48 -0400,https://github.com/apache/datafusion/commit/3764fe760
42e55bd40,2025-06-12 08:20:13 -0400,https://github.com/apache/datafusion/commit/42e55bd40
3fe464035,2025-06-12 19:15:41 +0800,https://github.com/apache/datafusion/commit/3fe464035
31c570e3e,2025-06-12 00:33:25 -0400,https://github.com/apache/datafusion/commit/31c570e3e
4fa823219,2025-06-12 00:32:04 -0400,https://github.com/apache/datafusion/commit/4fa823219
0e840415a,2025-06-12 00:30:12 -0400,https://github.com/apache/datafusion/commit/0e840415a
4a857f0d1,2025-06-12 00:20:12 -0400,https://github.com/apache/datafusion/commit/4a857f0d1
e1716f91c,2025-06-11 19:25:45 -0400,https://github.com/apache/datafusion/commit/e1716f91c
df49f9f2e,2025-06-11 19:25:28 -0400,https://github.com/apache/datafusion/commit/df49f9f2e
9c98b0152,2025-06-11 19:25:15 -0400,https://github.com/apache/datafusion/commit/9c98b0152
f8aad6884,2025-06-11 16:17:44 -0400,https://github.com/apache/datafusion/commit/f8aad6884
55f1ea69b,2025-06-11 13:22:05 -0400,https://github.com/apache/datafusion/commit/55f1ea69b
8a2d61821,2025-06-11 09:04:09 -0400,https://github.com/apache/datafusion/commit/8a2d61821
06ccae264,2025-06-11 17:11:01 +0800,https://github.com/apache/datafusion/commit/06ccae264
a91e0421e,2025-06-11 09:49:02 +0100,https://github.com/apache/datafusion/commit/a91e0421e
1d61f31d1,2025-06-10 23:59:19 -0400,https://github.com/apache/datafusion/commit/1d61f31d1
e4166b368,2025-06-10 23:58:06 -0400,https://github.com/apache/datafusion/commit/e4166b368
3a312a997,2025-06-11 10:23:38 +0800,https://github.com/apache/datafusion/commit/3a312a997
f35416e07,2025-06-10 21:05:29 -0400,https://github.com/apache/datafusion/commit/f35416e07
25a2d9f35,2025-06-10 20:37:06 -0400,https://github.com/apache/datafusion/commit/25a2d9f35
49983df57,2025-06-10 20:36:40 -0400,https://github.com/apache/datafusion/commit/49983df57
b41acf3c4,2025-06-10 19:10:39 +0200,https://github.com/apache/datafusion/commit/b41acf3c4
7477aa6c1,2025-06-10 07:48:47 -0500,https://github.com/apache/datafusion/commit/7477aa6c1
1d73c59b9,2025-06-10 11:56:55 +0800,https://github.com/apache/datafusion/commit/1d73c59b9
2986415e2,2025-06-10 11:45:13 +0800,https://github.com/apache/datafusion/commit/2986415e2
bd85bed4b,2025-06-09 21:11:52 +0100,https://github.com/apache/datafusion/commit/bd85bed4b
287b2a9e9,2025-06-09 09:14:49 -0500,https://github.com/apache/datafusion/commit/287b2a9e9
78e420298,2025-06-09 16:45:51 +0300,https://github.com/apache/datafusion/commit/78e420298
54d85fc27,2025-06-09 18:10:47 +0800,https://github.com/apache/datafusion/commit/54d85fc27
8fe1b57ad,2025-06-09 17:37:38 +0800,https://github.com/apache/datafusion/commit/8fe1b57ad
59c6a020b,2025-06-09 17:37:01 +0800,https://github.com/apache/datafusion/commit/59c6a020b
39c100a01,2025-06-08 07:02:07 -0400,https://github.com/apache/datafusion/commit/39c100a01
95771daa2,2025-06-08 06:57:18 -0400,https://github.com/apache/datafusion/commit/95771daa2
1daa5ed5c,2025-06-07 09:40:54 +0300,https://github.com/apache/datafusion/commit/1daa5ed5c
0f83c1d23,2025-06-06 17:16:54 -0600,https://github.com/apache/datafusion/commit/0f83c1d23
fbafea436,2025-06-06 16:18:25 -0400,https://github.com/apache/datafusion/commit/fbafea436
f198a01ed,2025-06-06 16:17:27 -0400,https://github.com/apache/datafusion/commit/f198a01ed
4cf1148b3,2025-06-06 12:03:09 -0600,https://github.com/apache/datafusion/commit/4cf1148b3
367331e4a,2025-06-06 12:01:39 -0600,https://github.com/apache/datafusion/commit/367331e4a
adf07bb62,2025-06-06 09:25:08 -0700,https://github.com/apache/datafusion/commit/adf07bb62
1e2056340,2025-06-06 09:24:25 -0700,https://github.com/apache/datafusion/commit/1e2056340
85f6621a6,2025-06-06 17:03:00 +0800,https://github.com/apache/datafusion/commit/85f6621a6
2a7f64a85,2025-06-05 16:42:56 -0400,https://github.com/apache/datafusion/commit/2a7f64a85
2c8241a4d,2025-06-05 16:42:28 -0400,https://github.com/apache/datafusion/commit/2c8241a4d
5d3ed9c2e,2025-06-05 15:58:51 -0400,https://github.com/apache/datafusion/commit/5d3ed9c2e
25727d466,2025-06-05 13:30:17 -0500,https://github.com/apache/datafusion/commit/25727d466
eeee6b00a,2025-06-05 14:28:50 -0400,https://github.com/apache/datafusion/commit/eeee6b00a
5e307b337,2025-06-05 17:02:09 +0100,https://github.com/apache/datafusion/commit/5e307b337
ab8cd8c14,2025-06-05 07:24:24 -0600,https://github.com/apache/datafusion/commit/ab8cd8c14
448c985eb,2025-06-05 11:55:06 +0800,https://github.com/apache/datafusion/commit/448c985eb
9ae41b1bf,2025-06-05 10:41:37 +0800,https://github.com/apache/datafusion/commit/9ae41b1bf
bf7859e5d,2025-06-04 16:23:07 -0400,https://github.com/apache/datafusion/commit/bf7859e5d
abbf73dbb,2025-06-04 16:21:59 -0400,https://github.com/apache/datafusion/commit/abbf73dbb
0c3037404,2025-06-04 16:21:41 -0400,https://github.com/apache/datafusion/commit/0c3037404
ffbc3a79a,2025-06-04 08:00:30 -0700,https://github.com/apache/datafusion/commit/ffbc3a79a
f513e2c0c,2025-06-04 14:00:20 +0100,https://github.com/apache/datafusion/commit/f513e2c0c
992d156c4,2025-06-04 10:59:31 +0800,https://github.com/apache/datafusion/commit/992d156c4
3236cc04a,2025-06-04 10:10:00 +0800,https://github.com/apache/datafusion/commit/3236cc04a
d68111df5,2025-06-03 18:03:19 -0700,https://github.com/apache/datafusion/commit/d68111df5
deeff8860,2025-06-03 08:55:54 -0400,https://github.com/apache/datafusion/commit/deeff8860
5b08b843c,2025-06-03 16:17:56 +0800,https://github.com/apache/datafusion/commit/5b08b843c
8b9b2fc3e,2025-06-03 12:37:17 +0800,https://github.com/apache/datafusion/commit/8b9b2fc3e
6f1ca298f,2025-06-02 12:04:28 -0700,https://github.com/apache/datafusion/commit/6f1ca298f
7248259a6,2025-06-02 07:33:12 -0400,https://github.com/apache/datafusion/commit/7248259a6
5a861424c,2025-06-01 12:49:00 -0400,https://github.com/apache/datafusion/commit/5a861424c
6844e5650,2025-05-31 12:55:12 +0800,https://github.com/apache/datafusion/commit/6844e5650
376eb0396,2025-05-30 08:45:00 -0700,https://github.com/apache/datafusion/commit/376eb0396
900279c5d,2025-05-30 07:45:58 -0400,https://github.com/apache/datafusion/commit/900279c5d
c6e5c91df,2025-05-30 06:42:35 -0400,https://github.com/apache/datafusion/commit/c6e5c91df
9a5c61d68,2025-05-30 06:35:10 -0400,https://github.com/apache/datafusion/commit/9a5c61d68
795988d88,2025-05-30 17:45:17 +0800,https://github.com/apache/datafusion/commit/795988d88
21248fbbb,2025-05-30 13:44:16 +0800,https://github.com/apache/datafusion/commit/21248fbbb
2c2f22592,2025-05-29 10:48:33 -0400,https://github.com/apache/datafusion/commit/2c2f22592
72f4eab01,2025-05-29 21:47:19 +0800,https://github.com/apache/datafusion/commit/72f4eab01
5944e8bd0,2025-05-29 21:42:54 +0800,https://github.com/apache/datafusion/commit/5944e8bd0
7002a0027,2025-05-28 13:58:59 -0400,https://github.com/apache/datafusion/commit/7002a0027
00132da33,2025-05-28 13:58:13 -0400,https://github.com/apache/datafusion/commit/00132da33
56a2af774,2025-05-28 13:12:51 -0400,https://github.com/apache/datafusion/commit/56a2af774
33a2531f4,2025-05-29 00:24:14 +0800,https://github.com/apache/datafusion/commit/33a2531f4
081e95cc7,2025-05-29 00:11:43 +0800,https://github.com/apache/datafusion/commit/081e95cc7
7d3c7d8c6,2025-05-28 18:55:19 +0300,https://github.com/apache/datafusion/commit/7d3c7d8c6
a92c5e97d,2025-05-28 11:53:32 -0400,https://github.com/apache/datafusion/commit/a92c5e97d
aaae4d7cb,2025-05-27 12:49:59 -0700,https://github.com/apache/datafusion/commit/aaae4d7cb
68e26f18c,2025-05-27 12:32:17 -0400,https://github.com/apache/datafusion/commit/68e26f18c
db0ab746c,2025-05-27 08:12:42 -0700,https://github.com/apache/datafusion/commit/db0ab746c
260a28a5c,2025-05-27 15:50:17 +0200,https://github.com/apache/datafusion/commit/260a28a5c
2d12bf671,2025-05-27 20:38:38 +0800,https://github.com/apache/datafusion/commit/2d12bf671
16c79396e,2025-05-27 10:35:02 +0800,https://github.com/apache/datafusion/commit/16c79396e
f3aed4a9b,2025-05-26 19:20:19 +0800,https://github.com/apache/datafusion/commit/f3aed4a9b
c5df6eee1,2025-05-26 09:24:39 +0300,https://github.com/apache/datafusion/commit/c5df6eee1
605ccbd83,2025-05-25 07:19:58 -0400,https://github.com/apache/datafusion/commit/605ccbd83
3b551e93a,2025-05-25 07:18:33 -0400,https://github.com/apache/datafusion/commit/3b551e93a
34f250a2b,2025-05-24 19:16:32 +0200,https://github.com/apache/datafusion/commit/34f250a2b
dacdda238,2025-05-24 19:16:03 +0200,https://github.com/apache/datafusion/commit/dacdda238
af67caa8c,2025-05-24 07:29:51 -0400,https://github.com/apache/datafusion/commit/af67caa8c
2add81346,2025-05-24 07:09:02 -0400,https://github.com/apache/datafusion/commit/2add81346
d4218fd71,2025-05-24 06:56:28 -0400,https://github.com/apache/datafusion/commit/d4218fd71
9031d6b4f,2025-05-24 06:49:23 -0400,https://github.com/apache/datafusion/commit/9031d6b4f
2199e50a8,2025-05-24 06:48:58 -0400,https://github.com/apache/datafusion/commit/2199e50a8
2afa3aa9a,2025-05-24 06:32:14 -0400,https://github.com/apache/datafusion/commit/2afa3aa9a
a256eb4e4,2025-05-24 13:16:50 +0800,https://github.com/apache/datafusion/commit/a256eb4e4
e305353ac,2025-05-24 12:36:19 +0800,https://github.com/apache/datafusion/commit/e305353ac
17fe504b0,2025-05-23 06:23:26 -0400,https://github.com/apache/datafusion/commit/17fe504b0
ce835da93,2025-05-22 14:49:34 -0400,https://github.com/apache/datafusion/commit/ce835da93
dc8161e54,2025-05-22 14:30:14 -0400,https://github.com/apache/datafusion/commit/dc8161e54
5293b70a4,2025-05-22 14:27:04 -0400,https://github.com/apache/datafusion/commit/5293b70a4
e5f596b59,2025-05-22 15:44:24 +0300,https://github.com/apache/datafusion/commit/e5f596b59
67a21731f,2025-05-22 12:47:21 +0100,https://github.com/apache/datafusion/commit/67a21731f
cb45f1f9c,2025-05-22 14:25:36 +0800,https://github.com/apache/datafusion/commit/cb45f1f9c
39063f6cc,2025-05-21 17:53:54 -0700,https://github.com/apache/datafusion/commit/39063f6cc
d22e2933a,2025-05-21 17:28:46 -0400,https://github.com/apache/datafusion/commit/d22e2933a
56695003f,2025-05-21 14:28:05 -0700,https://github.com/apache/datafusion/commit/56695003f
0b6678bcc,2025-05-21 12:16:08 -0700,https://github.com/apache/datafusion/commit/0b6678bcc
37c266a05,2025-05-21 14:45:10 -0400,https://github.com/apache/datafusion/commit/37c266a05
40fca474e,2025-05-21 14:37:02 -0400,https://github.com/apache/datafusion/commit/40fca474e
dc45f60bb,2025-05-21 14:34:55 -0400,https://github.com/apache/datafusion/commit/dc45f60bb
ce3e3874e,2025-05-21 11:40:18 -0400,https://github.com/apache/datafusion/commit/ce3e3874e
4597d3bcf,2025-05-21 11:40:02 -0400,https://github.com/apache/datafusion/commit/4597d3bcf
0589dbb28,2025-05-21 11:39:30 -0400,https://github.com/apache/datafusion/commit/0589dbb28
6cf74d64e,2025-05-21 10:46:26 -0400,https://github.com/apache/datafusion/commit/6cf74d64e
ca55f1ca9,2025-05-21 08:52:29 -0400,https://github.com/apache/datafusion/commit/ca55f1ca9
46d3f528d,2025-05-21 08:47:29 -0400,https://github.com/apache/datafusion/commit/46d3f528d
febc77e61,2025-05-21 08:41:56 -0400,https://github.com/apache/datafusion/commit/febc77e61
52f340b78,2025-05-21 07:25:37 -0400,https://github.com/apache/datafusion/commit/52f340b78
9ec679b1f,2025-05-20 22:27:24 +0200,https://github.com/apache/datafusion/commit/9ec679b1f
963b649d1,2025-05-20 13:15:45 -0400,https://github.com/apache/datafusion/commit/963b649d1
e6d49050e,2025-05-20 13:14:19 -0400,https://github.com/apache/datafusion/commit/e6d49050e
8c2264ca3,2025-05-20 12:34:05 -0400,https://github.com/apache/datafusion/commit/8c2264ca3
3fa111e67,2025-05-20 12:30:42 -0400,https://github.com/apache/datafusion/commit/3fa111e67
8d9c0f6b8,2025-05-20 09:26:00 -0400,https://github.com/apache/datafusion/commit/8d9c0f6b8
efd9587b2,2025-05-20 06:51:07 -0400,https://github.com/apache/datafusion/commit/efd9587b2
4417d5c02,2025-05-19 17:05:24 -0700,https://github.com/apache/datafusion/commit/4417d5c02
577c42458,2025-05-19 15:50:57 -0400,https://github.com/apache/datafusion/commit/577c42458
ca46932aa,2025-05-19 14:07:59 -0400,https://github.com/apache/datafusion/commit/ca46932aa
2ea1e9552,2025-05-19 14:06:04 -0400,https://github.com/apache/datafusion/commit/2ea1e9552
8de90b1c0,2025-05-19 14:05:49 -0400,https://github.com/apache/datafusion/commit/8de90b1c0
2eaac223d,2025-05-19 14:02:35 -0400,https://github.com/apache/datafusion/commit/2eaac223d
62fa67cf0,2025-05-19 13:33:18 -0400,https://github.com/apache/datafusion/commit/62fa67cf0
bbf0f3d49,2025-05-19 13:30:47 -0400,https://github.com/apache/datafusion/commit/bbf0f3d49
8be2ea54f,2025-05-19 13:30:21 -0400,https://github.com/apache/datafusion/commit/8be2ea54f
777a318b1,2025-05-19 13:26:18 -0400,https://github.com/apache/datafusion/commit/777a318b1
e3e7d50bf,2025-05-19 13:24:44 -0400,https://github.com/apache/datafusion/commit/e3e7d50bf
4c719afc7,2025-05-19 11:51:31 -0400,https://github.com/apache/datafusion/commit/4c719afc7
fb8905f0e,2025-05-19 22:35:57 +0800,https://github.com/apache/datafusion/commit/fb8905f0e
e74ae7d4c,2025-05-19 09:55:56 -0400,https://github.com/apache/datafusion/commit/e74ae7d4c
3e30f77f0,2025-05-16 15:42:57 -0400,https://github.com/apache/datafusion/commit/3e30f77f0
64fb51fb6,2025-05-16 14:23:15 +0200,https://github.com/apache/datafusion/commit/64fb51fb6
f9326f074,2025-05-16 13:05:52 +0200,https://github.com/apache/datafusion/commit/f9326f074
69dfe6c49,2025-05-16 18:04:46 +0800,https://github.com/apache/datafusion/commit/69dfe6c49
07fe23f03,2025-05-16 09:14:46 +0800,https://github.com/apache/datafusion/commit/07fe23f03
c74faee42,2025-05-15 15:42:55 -0400,https://github.com/apache/datafusion/commit/c74faee42
2f67a7e64,2025-05-15 15:41:57 -0400,https://github.com/apache/datafusion/commit/2f67a7e64
51452d6e7,2025-05-15 08:35:12 -0400,https://github.com/apache/datafusion/commit/51452d6e7
d5ecaca33,2025-05-14 16:55:20 -0400,https://github.com/apache/datafusion/commit/d5ecaca33
8f898a785,2025-05-14 16:54:29 -0400,https://github.com/apache/datafusion/commit/8f898a785
4efbeeecc,2025-05-14 16:53:59 -0400,https://github.com/apache/datafusion/commit/4efbeeecc
d6fe1defb,2025-05-14 16:53:44 -0400,https://github.com/apache/datafusion/commit/d6fe1defb
e2a5c1e3d,2025-05-14 16:53:15 -0400,https://github.com/apache/datafusion/commit/e2a5c1e3d
828ee5a56,2025-05-14 22:48:06 +0800,https://github.com/apache/datafusion/commit/828ee5a56
aa8dfd92c,2025-05-14 22:46:32 +0800,https://github.com/apache/datafusion/commit/aa8dfd92c
9d06baf45,2025-05-13 10:09:58 -0700,https://github.com/apache/datafusion/commit/9d06baf45
7a3d020af,2025-05-13 20:03:01 +0800,https://github.com/apache/datafusion/commit/7a3d020af
4dee60baf,2025-05-13 10:38:21 +0300,https://github.com/apache/datafusion/commit/4dee60baf
01ce04bd7,2025-05-13 10:20:27 +0300,https://github.com/apache/datafusion/commit/01ce04bd7
f6ded55ed,2025-05-13 10:19:33 +0300,https://github.com/apache/datafusion/commit/f6ded55ed
4098060ea,2025-05-13 10:08:36 +0300,https://github.com/apache/datafusion/commit/4098060ea
56c1a09bf,2025-05-12 12:53:21 -0700,https://github.com/apache/datafusion/commit/56c1a09bf
7af93e2e3,2025-05-12 13:49:20 -0400,https://github.com/apache/datafusion/commit/7af93e2e3
547c4a75f,2025-05-12 13:48:52 -0400,https://github.com/apache/datafusion/commit/547c4a75f
3910073d6,2025-05-12 13:48:41 -0400,https://github.com/apache/datafusion/commit/3910073d6
396e0d597,2025-05-12 13:48:07 -0400,https://github.com/apache/datafusion/commit/396e0d597
f7c7d9219,2025-05-12 11:55:05 +0200,https://github.com/apache/datafusion/commit/f7c7d9219
808e673e2,2025-05-12 17:46:30 +0800,https://github.com/apache/datafusion/commit/808e673e2
967384e16,2025-05-10 07:54:28 -0400,https://github.com/apache/datafusion/commit/967384e16
58f61c831,2025-05-10 07:24:22 -0400,https://github.com/apache/datafusion/commit/58f61c831
e917167ad,2025-05-09 08:05:55 -0700,https://github.com/apache/datafusion/commit/e917167ad
a2e3c921d,2025-05-09 08:02:29 -0700,https://github.com/apache/datafusion/commit/a2e3c921d
30bb54808,2025-05-09 13:25:42 +0100,https://github.com/apache/datafusion/commit/30bb54808
4e2694927,2025-05-08 16:42:47 -0400,https://github.com/apache/datafusion/commit/4e2694927
70109bbbc,2025-05-08 16:42:21 -0400,https://github.com/apache/datafusion/commit/70109bbbc
d85e04fb2,2025-05-08 11:51:29 -0700,https://github.com/apache/datafusion/commit/d85e04fb2
d01082e9f,2025-05-08 08:09:42 -0600,https://github.com/apache/datafusion/commit/d01082e9f
